id	status	score	schema	table	rows	name_cols	kind	has_id	has_state	bridge_to	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
N:HEALTH__PHARMA_MEAL_CAP_FINGERPRINT	untouched	5.7	HEALTH	HEALTH__PHARMA_MEAL_CAP_FINGERPRINT	2469	PAYMENT_MAKER_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	MONEY	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY	untouched	5.7	TRANSPORT	TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY	315447	REGISTRANT_NAME, OTHER_NAME_1, OTHER_NAME_2, OTHER_NAME_3, OTHER_NAME_4 +2	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ENVIRONMENT__FED_EPA_GHGRP_FACILITY	untouched	5.6	ENVIRONMENT	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	136005	FACILITY_NAME, PARENT_COMPANY	organizations	yes	yes		MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:FINANCE__FED_PCAOB_FORM_AP_FILINGS	untouched	5.6	FINANCE	FINANCE__FED_PCAOB_FORM_AP_FILINGS	155384	FIRM_NAME, FIRM_OTHER_NAME, ISSUER_NAME, ENGAGEMENT_PARTNER_LAST_NAME, ENGAGEMENT_PARTNER_FIRST_NAME +7	people	yes	no		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CIK); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one SIGNED_EMAIL_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:HEALTH__FED_CDC_DATA_PORTAL	untouched	5.6	HEALTH	HEALTH__FED_CDC_DATA_PORTAL	1471	DATASET_NAME, OWNER_DISPLAY_NAME	people	no	no	FED_CMS_PARTD_PRESCRIBERS, FED_CMS_OPEN_PAYMENTS, FED_CMS_OPEN_PAYMENTS_2023, FED_CMS_OPEN_PAYMENTS_2022, FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI +42	PEOPLE TEXT	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__FED_ITIS_VERNACULARS	untouched	5.6	REFERENCE	REFERENCE__FED_ITIS_VERNACULARS	166778	VERNACULAR_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	DEMOGRAPHIC REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__XC_ROR_RESEARCH_ORGANIZATIONS	untouched	5.6	REFERENCE	REFERENCE__XC_ROR_RESEARCH_ORGANIZATIONS	135710	DISPLAY_NAME, NAME_LABELS, NAME_ALIASES, NAME_ACRONYMS, CONTINENT_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	MAP OUTCOME REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_HOME_HEALTH_OWNERS	untouched	5.5	HEALTH	HEALTH__FED_CMS_HOME_HEALTH_OWNERS	101188	ORGANIZATION_NAME, FIRST_NAME_OWNER, MIDDLE_NAME_OWNER, LAST_NAME_OWNER, ORGANIZATION_NAME_OWNER +4	people	yes	yes		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LINE_1_OWNER, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_IHS_FACILITIES	untouched	5.5	HEALTH	HEALTH__FED_IHS_FACILITIES	1006	FACILITY_NAME, STREET	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ECONOMICS__FED_IRS_527_ORGS	untouched	5.4	ECONOMICS	ECONOMICS__FED_IRS_527_ORGS	77591	ORG_NAME, CUSTODIAN_NAME, CONTACT_NAME	organizations	yes	yes		MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:ENERGY__FED_EIA861_DELIVERY_COMPANIES	untouched	5.4	ENERGY	ENERGY__FED_EIA861_DELIVERY_COMPANIES	7	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MONEY MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	untouched	5.4	HEALTH	HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	57101	FIRST_NAME, LAST_NAME, FIRST_LINE_STREET_ADDRESS, SECOND_LINE_STREET_ADDRESS	people	yes	yes		PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one FIRST_LINE_STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_FDA_GUDID	untouched	5.4	HEALTH	HEALTH__FED_FDA_GUDID	5083948	COMPANY_NAME	organizations	yes	no		OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (DUNS); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__CA_LOBBY_EMPLOYER_FIRMS	untouched	5.4	POLITICS	POLITICS__CA_LOBBY_EMPLOYER_FIRMS	524	FIRM_NAME	organizations	no	no	FED_FCC_LICENSING, FED_GOVINFO_BILL_COSPONSORS, BILL_COSPONSORS, IRS527_DIRECTORS_OFFICERS, IRS527_8871_ORGS +145	OFFICIALS	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_FEC_PAC_SUMMARY	untouched	5.3	POLITICS	POLITICS__FED_FEC_PAC_SUMMARY	45709	COMMITTEE_NAME	organizations	yes	no		MONEY	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FEC_CMTE_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:SCIENCE_RESEARCH__XC_BIORXIV_MEDRXIV	untouched	5.3	SCIENCE_RESEARCH	SCIENCE_RESEARCH__XC_BIORXIV_MEDRXIV	432	PERSON_NAME	people	no	no	FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2, FED_CMS_PARTD_PRESCRIBERS, FED_USASPENDING_CONTRACTS_FULL +42	PEOPLE TEXT	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES	untouched	5.2	CORPORATE_REGISTRY	CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES	26768	NAME, ADDRESS	organizations	no	no	FED_IRS_EO_BMF, UK_COMPANIES_HOUSE_PSC, INTL_UK_COMPANIES_HOUSE, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY +145	MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_NOAA_WEATHER_API	untouched	5.2	ENVIRONMENT	ENVIRONMENT__FED_NOAA_WEATHER_API	287	SENDER_NAME	organizations	no	no	FED_EPA_FRS_FACILITIES, FED_EPA_FRS_FRS_PROGRAM_LINKS, FED_EPA_FRS_FRS_FACILITIES, FED_EPA_ECHO, FED_EPA_NPDES_ICIS_FACILITIES +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_FACILITY_AFFILIATION	untouched	5.2	HEALTH	HEALTH__FED_CMS_FACILITY_AFFILIATION	2260193	PROVIDER_LAST_NAME, PROVIDER_FIRST_NAME, PROVIDER_MIDDLE_NAME	people	yes	no		PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI, PECOS_PAC_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision facility-affiliation-underreports					
N:HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	untouched	5.2	HEALTH	HEALTH__FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING	2047828	LAST_NAME, FIRST_NAME	people	yes	no		PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_ORDER_AND_REFERRING	untouched	5.2	HEALTH	HEALTH__FED_CMS_ORDER_AND_REFERRING	2018354	LAST_NAME, FIRST_NAME	people	yes	no		PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES	untouched	5.1	ECONOMICS	ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES	1435544	LEGAL_NAME	organizations	yes	yes		MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:ENERGY__FED_EIA860_2_PLANT	untouched	5.1	ENERGY	ENERGY__FED_EIA860_2_PLANT	16132	UTILITY_NAME, PLANT_NAME, BALANCING_AUTHORITY_NAME, NAME_OF_WATER_SOURCE, SECTOR_NAME +5	organizations	yes	yes		MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	5.1	HEALTH	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	14425	ORGANIZATION_NAME, DOING_BUSINESS_AS_NAME, NURSING_HOME_PROVIDER_NAME, AFFILIATION_ENTITY_NAME, ADDRESS_LINE_1 +1	organizations	yes	yes		PEOPLE MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI, PECOS_ENRLMT_ID, PECOS_PAC_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LINE_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join					
N:HEALTH__FED_DEA_ARCOS	untouched	5.1	HEALTH	HEALTH__FED_DEA_ARCOS	178598026	REPORTER_NAME, BUYER_NAME, LABELER_NAME, COMPANY_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (DEA_NO); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join	VA mail-order pharmacies make Charleston SC and Leavenworth KS look like pill mills; 5 junk rows with codes 9143/9193 hold 2.14B units, keep code 'S'				
