idea_id,bucket,source_ids,source_names,domain,title,idea,chart_shape,key_fields,join_key,time_axis,geo_grain,harm_angle,strength,rigor,caveat
V1836,single,ca_lobby_chg_log,CAL-ACCESS Lobbying Change Log,politics,Where California Lobbying Lives,"Map of filer city and ZIP by count of registered filers, showing the concentration of lobbying operations around the capitol.",map,filer_city|filer_st|filer_zip|entity_city|entity_type,,no,zip,Physical proximity to power is itself a form of access ordinary constituents do not have.,medium,plausible-from-metadata,City strings unnormalized; ZIP may be nine-digit or blank.
V1837,single,ca_lobby_chg_log,CAL-ACCESS Lobbying Change Log,politics,Responsible Officers Across Entities,"Network graph of responsible-officer names linked to the entities they sign for, exposing individuals who front many separate lobbying registrations.",network,responsible_officer|entity_name|entity_id|filer_id,,no,state,One person signing for a dozen entities is a single point of influence dressed up as a dozen.,high,plausible-from-metadata,Officer names are free text; the same person will appear with punctuation and spelling variants.
V1838,single,ca_lobby_contributions,CAL-ACCESS Lobbyist Contributions,politics,Who Lobbyists Give To,Ranked bars of recipients by total contributions received from registered lobbyists over the whole period.,ranked bars,recipient_name|recipient_id|amount|contribution_dt,,yes,state,A lobbyist writing checks to the official they are lobbying is the plainest conflict there is.,high,plausible-from-metadata,Only 6505 rows; this may be a lightly-used disclosure form rather than the full money picture.
V1839,single,ca_lobby_contributions,CAL-ACCESS Lobbyist Contributions,politics,Contributions Clustered Near Deadlines,"Timeline of contribution dates against the filing period boundaries, testing whether giving spikes at particular moments in the legislative calendar.",timeline,contribution_dt|filing_period_start_dt|filing_period_end_dt|amount,,yes,state,Timing tells you whether the money is routine support or the purchase of a specific moment.,high,plausible-from-metadata,Small row count means apparent seasonality could be noise; date fields may be text.
V1840,single,ca_lobby_contributions,CAL-ACCESS Lobbyist Contributions,politics,Giver to Recipient Money Flow,"Sankey from filer to recipient weighted by amount, showing the concentrated channels between lobbyists and officeholders.",flow/sankey,filer_id|recipient_name|recipient_id|amount,,no,state,Concentrated flows name the specific relationships worth a reporter's time.,medium,plausible-from-metadata,6.5k rows keeps this readable but also means it is a thin slice of California influence money.
V1841,single,ca_lobby_cover,CAL-ACCESS Lobbying Disclosure Cover Pages,politics,Lobbying Filings Over Two Decades,"Timeline of cover-page filings by form type, showing the volume and mix of the four-form disclosure family across years.",timeline,rpt_date|form_type|from_date|thru_date|filing_id,,yes,state,Filing volume is the visible surface of an influence industry most Californians never see.,medium,plausible-from-metadata,525k rows across four form types with different meanings; mixing them without labels misleads.
V1842,single,ca_lobby_cover,CAL-ACCESS Lobbying Disclosure Cover Pages,politics,The Biggest Lobbying Firms by Volume,Ranked bars of firms by count of filings and by distinct filers represented over the full period.,ranked bars,firm_name|firm_id|filer_id|form_type|rpt_date,,yes,state,The handful of firms that file most are the firms that shape most of what passes.,high,plausible-from-metadata,Firm names are free text and firm_id may be blank on older filings.
V1843,single,ca_lobby_cover,CAL-ACCESS Lobbying Disclosure Cover Pages,politics,What They Say They Lobbied On,"Cluster the lobbying-activity free text into subject themes and plot theme by year as a heatmap grid, showing which issues drew the industry when.",heatmap grid,lobbying_activity|rpt_date|firm_name|entity_cd,,yes,state,Following the issue heat shows which laws had industry standing over them while ordinary people did not.,high,plausible-from-metadata,lobbying_activity is unstructured text of wildly varying length and may be blank on most rows; theming is subjective.
V1844,single,ca_lobby_cover,CAL-ACCESS Lobbying Disclosure Cover Pages,politics,Where Lobbying Firms Are Based,"Map of firm city and state by filing count, testing how much California lobbying is done by out-of-state operations.",map,firm_city|firm_st|firm_name|filing_id,,no,state,Out-of-state money shaping California law is influence with no local accountability.,medium,plausible-from-metadata,City and state fields on cover pages are often blank on older forms.
V1845,single,ca_lobby_cover,CAL-ACCESS Lobbying Disclosure Cover Pages,politics,Filing Lateness Distribution,"Distribution of days from the period end date to the report date per form type, revealing systematically late disclosure by form and by filer.",distribution,thru_date|rpt_date|form_type|filer_id|firm_name,,yes,state,Late disclosure means the public learns who lobbied after the vote is already over.,high,plausible-from-metadata,Date columns may be text; statutory deadlines differ by form type and are not in the data.
V1846,single,ca_lobby_cover2,CAL-ACCESS Lobbying Cover Page 2,politics,Named Individuals Behind Each Filing,"Ranked bars of individuals by how many distinct filings name them, showing the people who appear on the most lobbying paperwork.",ranked bars,enty_naml|enty_namf|entity_id|filing_id|enty_title,,no,state,The same few names appearing on hundreds of filings is a concentration of access.,high,plausible-from-metadata,Name split across four fields plus a title; the same person will appear multiple ways.
V1847,single,ca_lobby_cover2,CAL-ACCESS Lobbying Cover Page 2,politics,Titles of the People Filed,"Ranked bars of entity titles such as officer, partner, or employee by frequency, showing the seniority profile of who signs California lobbying disclosures.",ranked bars,enty_title|entity_cd|form_type|filing_id,,no,state,Whether a chief executive or a junior clerk signs tells you how seriously the disclosure is treated.,medium,plausible-from-metadata,Title is free text with enormous variety and needs grouping.
V1848,single,ca_lobby_cover2,CAL-ACCESS Lobbying Cover Page 2,politics,Line Item Depth Per Filing,"Distribution of line items per filing by form type, showing which filings list dozens of associated parties versus a bare one.",distribution,line_item|filing_id|form_type|entity_cd,,no,state,A filing listing fifty parties describes an operation far bigger than one listing one.,medium,plausible-from-metadata,line_item semantics are undocumented; it may be a sequence number rather than a count.
V1849,single,ca_lobby_emp_lobbyist,CAL-ACCESS Employer Lobbyist Links,politics,Who Lobbies for Whom,"Network graph of individual lobbyists linked to their employers, with lobbyists serving multiple employers highlighted.",network,lobbyist_id|employer_id|employer_name|lobbyist_last_name|session_id,,no,state,A lobbyist working for three competing employers at once carries information and access between them.,high,plausible-from-metadata,Only 1500 rows; may cover a narrow window of sessions rather than the full history.
V1850,single,ca_lobby_emp_lobbyist,CAL-ACCESS Employer Lobbyist Links,politics,Lobbyist Roster Size by Employer,Ranked bars of employers by number of individual lobbyists on their roster per session.,ranked bars,employer_name|employer_id|lobbyist_id|session_id,,yes,state,Roster size is the plainest measure of who can put the most bodies in a hallway.,medium,plausible-from-metadata,Small table; rosters may be undercounted if in-house lobbyists register through a different form.
