model,column,clock,grain,is_primary,confidence,why,overturned_from,overturn_why,evidence_file
politics__ca_lobby_employer_firms,termination_dt,unclear,day,True,medium,"try_to_date(...,'MM/DD/YYYY') closing the employer-firm engagement; only candidate on the table, but the census's min and max both equal the ingest timestamp, which hints this column may be empty on every row — needs a fill check when the warehouse is back.","is_primary = true (span_end, day, medium)","Measured, not guessed: reports/time_index/scan.jsonl profiles POLITICS.POLITICS__CA_LOBBY_EMPLOYER_FIRMS and records TERMINATION_DT as data_type DATE with nonnull = 0 of 524 rows, distinct = 0, raw_min/raw_max null. The only populated timestamp on the table is _INGESTED_AT (524/524, single value 2026-08-05 21:37:40.163). reports/trendability_inventory_2026-08-20.csv independently stamps this table clock_verdict = LOAD_DATE_ONLY. The classifier flagged the suspicion in its own why and then set is_primary anyway. Leaving it primary means any shared timeline either silently drops all 524 rows or falls back to Ripple's own download stamp — exactly failure mode 1.",C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__employer_firms.sql
politics__ca_lobby_firm,current_qtr_amt,not_a_date,unknown,False,high,"try_to_number(...,18,2) — a dollar amount for the current quarter.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,session_yr_1,span_start,year,True,medium,"Left as trimmed text while every neighbouring amount got try_to_number(18,2) — the first calendar year of the two-year session, and the only real clock on this firm-session table.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,session_yr_2,span_end,year,False,medium,"Second calendar year of the session, closing the span.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,yr_1_ytd_amt,not_a_date,unknown,False,high,"try_to_number(...,18,2) — year-1 year-to-date dollars.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,yr_2_ytd_amt,not_a_date,unknown,False,high,"try_to_number(...,18,2) — year-2 year-to-date dollars.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_1,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-1 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_2,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-2 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_3,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-3 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_4,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-4 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_5,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-5 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_6,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-6 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_7,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-7 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm,qtr_8,not_a_date,unknown,False,high,"try_to_number(...,18,2) — quarter-8 dollar total.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm.sql
politics__ca_lobby_firm_employer,rpt_start,span_start,day,True,high,"try_to_date(...,'MM/DD/YYYY') — opens the billing period the firm-employer line covers; the grain is literally firm-filing-employer-period, so this is the row's own clock.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm_employer.sql
politics__ca_lobby_firm_employer,rpt_end,span_end,day,False,high,"Same cast; closes the billing period. The census's 2026-08-05 max is the ingest timestamp bleeding in, not a real report end.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\ca_lobby\stg_ca_lobby__firm_employer.sql
politics__fed_fec_api,candidate_id,not_a_date,unknown,False,high,An FEC candidate identifier passed through as text; it only matched the sniffer because 'candi-DATE' contains the string 'date'.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\fed_fec_api\stg_fed_fec_api__records.sql
politics__fed_fec_api,contribution_receipt_date,happened,day,True,high,"The date the committee received the contribution — the real-world money event; note the staging model explicitly keeps all casts as landed TEXT, so it is an unparsed string today.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\fed_fec_api\stg_fed_fec_api__records.sql
politics__fed_fec_api,election_year,not_a_date,year,False,medium,"Uncast text year naming the election the money was raised for; the cycle runs up to and closes in that year, so it is a coarse year bucket rather than a point.","clock = span_end, grain = year","scan.jsonl profiles POLITICS.POLITICS__FED_FEC_API: ELECTION_YEAR is TEXT with nonnull 500, distinct = 1, raw_min = '' and raw_max = '' — the column is a blank sentinel on 100% of rows, trusted_n = 0. It carries no year and no time information of any kind. This is precisely the sentinel-masked-blank trap CLAUDE.md section 7 warns about (a bare non-null count reads 500/500 'populated'). Calling it a span_end year clock puts a column with zero content on the timeline. (For contrast, on the same table CONTRIBUTION_RECEIPT_DATE measures 500/500 clean ISO, 2000-09-01..2022-05-26 — that primary call is correct, it just needs a cast.)",C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\fed_fec_api\stg_fed_fec_api__records.sql
politics__fed_fec_api,load_date,reported,day,False,medium,"The FEC's own stamp for when the transaction entered their published database — publisher bookkeeping, not Ripple's ingest, and never the event clock.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\fed_fec_api\stg_fed_fec_api__records.sql
politics__intl_elections_canada_contributions,fiscal_election_date,span_end,day,False,medium,"try_to_date(trim(...)) with no format; it carries the fiscal-period end or the election date of the financial return the contribution was reported on, so it closes the return's period rather than dating the gift.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\intl_elections_canada_contributions\stg_intl_elections_canada_contributions__contributions.sql
politics__intl_elections_canada_contributions,contribution_received_date,happened,day,True,high,"try_to_date(trim(CONTRIBUTION_RECEIVED_DATE)) — when the contribution was received; the 0025-04-07 / 4002-06-15 extremes, 2 epoch rows and 77 far-future rows are published typos surviving a permissive parse.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\intl_elections_canada_contributions\stg_intl_elections_canada_contributions__contributions.sql
politics__irs527_8871_orgs,established_date,happened,day,True,high,"try_to_date(ESTABLISHED_DATE,'YYYYMMDD') — when the 527 organization was established; the only real-world event clock here, though it dates the org rather than the notice, and the 1808 minimum plus 34 epoch rows are published typos.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527_8871_orgs\stg_irs527_8871_orgs__registrations.sql
politics__irs527_8871_orgs,insert_datetime,reported,day,False,medium,"try_to_timestamp(INSERT_DATETIME,'YYYY-MM-DD HH24:MI:SS') — the IRS's own stamp for when the notice was inserted into their disclosure database; a publisher load stamp, not Ripple's ingest, and dating rows by it is the mistake that corrupted the previous census.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527_8871_orgs\stg_irs527_8871_orgs__registrations.sql
politics__irs527_8872_reports,period_begin_date,span_start,day,True,high,"try_to_date(...,'YYYYMMDD') — opens the period the 8872 report covers; the row is a periodic report, so this is its own clock.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_8872_reports,period_end_date,span_end,day,False,high,Same YYYYMMDD cast; closes the reported period.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_8872_reports,org_formation_date,happened,day,False,high,"try_to_date(...,'YYYYMMDD') for when the organization was formed — a real event, but it dates the org, not this report row; the 1869 minimum and 123 epoch rows are published typos.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_8872_reports,qtr_indicator,not_a_date,quarter,False,medium,"Kept as trimmed text — a quarter selector code on the form with no year attached, so it cannot place a row on its own.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_8872_reports,monthly_rpt_month,not_a_date,month,False,medium,"Trimmed text naming which month a monthly filer is reporting for; a month selector with no year, not a date.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_8872_reports,pre_or_post_elect_date,happened,day,False,medium,"try_to_date(...,'YYYYMMDD') carrying the date of the election a pre- or post-election report is tied to; a real event date, but the election's, not the report's.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_8872_reports,insert_datetime,reported,day,False,medium,"try_to_timestamp_ntz of the IRS's own database insert stamp; publisher bookkeeping, not Ripple's ingest, and it is what pushed the census max to 2026-08-05.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__8872_reports.sql
politics__irs527_eain,state_issued,not_a_date,unknown,False,high,"Trimmed text holding the STATE that issued the election-authority ID — a state code, not a date; it matched only on the word 'issued'. Census min and max both equal the ingest timestamp, confirming the table has no date at all.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\irs527\stg_irs527__eain.sql
politics__st_nyc_cfb_campaign_2001_contribution,election_cycle,span_end,year,False,medium,"trim(ELECTION) — the election year the contribution was raised for; the cycle closes in that year, and on this single-cycle table it is effectively constant.",,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
politics__st_nyc_cfb_campaign_2001_contribution,candidate_id,not_a_date,unknown,False,high,trim(CANDID) — a candidate identifier; matched only because 'candi-DATE' contains 'date'.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
politics__st_nyc_cfb_campaign_2001_contribution,candidate_class,not_a_date,unknown,False,high,trim(CANCLASS) — a candidate classification code; same 'candi-DATE' false match.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
politics__st_nyc_cfb_campaign_2001_contribution,candidate_last_name,not_a_date,unknown,False,high,trim(CANDLAST) — a person's surname; same 'candi-DATE' false match.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
politics__st_nyc_cfb_campaign_2001_contribution,candidate_first_name,not_a_date,unknown,False,high,trim(CANDFIRST) — a person's given name; same 'candi-DATE' false match.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
politics__st_nyc_cfb_campaign_2001_contribution,candidate_middle_initial,not_a_date,unknown,False,high,trim(CANDMI) — a middle initial; same 'candi-DATE' false match.,,,C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
politics__st_nyc_cfb_campaign_2001_contribution,contribution_date,unclear,day,True,low,"try_to_date(trim(DATE)) with NO format string and the model's own note that dates arrive as text in a non-fixed format; the census's min and max for this table both equal the ingest timestamp, so this parse looks to be silently NULLing every row — the strongest suspected date defect in this batch.","is_primary = true (happened, day, low)","reports/trendability_inventory_2026-08-20.csv stamps this table clock_verdict = LOAD_DATE_ONLY, date_min = date_max = 2026-08-08 01:53:18.818276 across 193,741 rows. The staging model (models/staging/st_nyc_cfb_campaign_2001_contribution/...contributions.sql lines 55-56) casts both DATE and REFUNDDATE with try_to_date(trim(...)) and NO format string, so both are real DATE-typed columns in the mart (the mart is a bare pass-through of staging); if either held one non-null value the table min would not equal the ingest stamp. Every sibling cycle (2009/2013/2021/2025) shows a real min, so the permissive parse works there and silently NULLs 100% of 2001. Also corroborated in reports/question_ladder_2026-08-12.md: 'NYC refund dates parsed permissively and mostly null.' Marking a 100%-NULL column primary hides the defect instead of recording the table as clock-less.",C:\Code\Ripple_v6\library-onboarding\ripple_dbt\models\staging\st_nyc_cfb_campaign_2001_contribution\stg_st_nyc_cfb_campaign_2001_contribution__contributions.sql
