table	column	check	result	severity	proposed_fix
IMMIGRATION.IMMIGRATION__FED_DOL_OFLC	WORKSITE_STATE_7	C2 tag fails its format	STATE: 0.0% of 42 sampled values fit; e.g. ['NORTH CAROLINA', 'MICHIGAN', 'NEW YORK']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
IMMIGRATION.IMMIGRATION__FED_DOL_OFLC	WORKSITE_STATE_8	C2 tag fails its format	STATE: 0.0% of 30 sampled values fit; e.g. ['NORTH CAROLINA', 'MICHIGAN', 'CONNECTICUT']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
IMMIGRATION.IMMIGRATION__FED_DOL_OFLC	WORKSITE_STATE_9	C2 tag fails its format	STATE: 0.0% of 21 sampled values fit; e.g. ['NORTH CAROLINA', 'MICHIGAN', 'CONNECTICUT']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
IMMIGRATION.IMMIGRATION__FED_DOL_OFLC	WORKSITE_STATE_10	C2 tag fails its format	STATE: 0.0% of 15 sampled values fit; e.g. ['MICHIGAN', 'CONNECTICUT', 'MARYLAND']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
IMMIGRATION.IMMIGRATION__FED_DOL_OFLC	PW_SURVEY_NAME_10	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['AAMC']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_EOIR_CASES	CORRECTIONAL_FACILITY_CODE	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['S', 'D', 'M']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_EOIR_CASES	DETENTION_LOCATION_ADDRESS	C2 tag fails its format	ADDRESS: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
IMMIGRATION.IMMIGRATION__FED_ICE_DETAINERS	DETENTION_FACILITY_CODE	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['GRAYSTX', 'EMERYUT', 'SUTTOTX']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_ICE_DETAINERS	FACILITY_CITY	C2 name tag holds something else	single words or codes; org words 3.3%, people 0.0%; e.g. ['SHERMAN', 'CASTLE DALE', 'SONORA']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_ICE_DETAINERS	FACILITY_STATE	C2 tag fails its format	STATE: 0.0% of 1999 sampled values fit; e.g. ['TEXAS', 'UTAH', 'ARKANSAS']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
IMMIGRATION.IMMIGRATION__FED_ICE_DETAINERS	FACILITY_STATE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['TEXAS', 'UTAH', 'ARKANSAS']	moderate	retire the regex catalog; tag with the platform tagger
IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES	DETENTION_FACILITY_CODE	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['AAORDMD', 'ABIRJVA', 'ABQHOLD']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST	FACILITY_TYPE_DETAILED	C2 name tag holds something else	things, not names; org words 3.1%, people 0.0%; e.g. ['Inter-Governmental Service Agreement', 'U.S. Marshals Service Inter-Governmental Agreement', 'Dedicated Inter-Governmental Service Agreement']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_STINTS	DETENTION_FACILITY_CODE	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['POOHOLD', 'KRO', 'GREENMO']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
IMMIGRATION.IMMIGRATION__FED_USCIS_DATA	COUNTRY	C2 tag fails its format	COUNTRY: 0 of 177 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__COUNTY_DOUBLE_BURDEN	STATE_NAME	C2 name tag holds something else	places; org words 0.1%, people 0.0%; e.g. ['Virginia', 'Oklahoma', 'Georgia']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__COUNTY_DOUBLE_BURDEN	COUNTY_NAME	C2 name tag holds something else	places; org words 99.2%, people 0.0%; e.g. ['Bristol city, VA', 'Canadian County, OK', 'Tulsa County, OK']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_ATF_FFL	PREMISE_ZIP_CODE	C2 tag fails its format	ZIP: 0.0% of 2000 sampled values fit; e.g. ['602', '603', '612']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_ATF_FFL	PREMISE_ZIP_CODE	C2 catalog regex tag wrong	ZIP: 0.0% fit; e.g. ['602', '603', '612']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_ATF_FFL	MAIL_ZIP_CODE	C2 tag fails its format	ZIP: 3.0% of 2000 sampled values fit; e.g. ['602', '685', '612']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_ATF_FFL	MAIL_ZIP_CODE	C2 catalog regex tag wrong	ZIP: 3.0% fit; e.g. ['602', '685', '612']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_BOP_STATISTICS	METRIC_NAME	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['0', '2', '1']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_BOP_STATISTICS	STATE_FIPS	C2 tag fails its format	FIPS: 0 of 50 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_CISA_KEV	VENDOR_PROJECT	C2 name tag holds something else	single words or codes; org words 0.5%, people 0.0%; e.g. ['Microsoft', 'JetBrains', 'Atlassian']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_COURTLISTENER_COURTHOUSES	ZIP_CODE	C2 tag fails its format	ZIP: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_COURTLISTENER_DOCKETS	PARENT_DOCKET_ID	C2 tag fails its format	DOCKET: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_COURTLISTENER_JUDGES	NAME_SUFFIX	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['jr', '3', 'sr']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS	CASE_NAME_SHORT	C2 name tag holds something else	single words or codes; org words 0.4%, people 0.0%; e.g. ['King', 'Barker', 'Carter']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS	CASE_NAME_SHORT	C2 name tag holds something else	single words or codes; org words 1.6%, people 0.0%; e.g. ['Ayala', 'Chong', 'In re: Creadell Hubbard']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_FBI_NICS_CHECKS	STATE	C2 tag fails its format	STATE: 0.0% of 2000 sampled values fit; e.g. ['Alabama', 'Alaska', 'Arizona']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_FBI_NICS_CHECKS	STATE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['Alabama', 'Alaska', 'Arizona']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES	STATE	C2 tag fails its format	STATE: 0.0% of 241 sampled values fit; e.g. ['Texas', 'California', 'Kentucky']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES	STATE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['Texas', 'California', 'Kentucky']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_FTC_DATASETS	EIN	C2 tag fails its format	EIN: 0 of 1004 sampled rows filled	severe	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_SCDB	JUSTICE_NAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['WJBrennan', 'WODouglas', 'LFPowell']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__FED_SCDB	PETITIONER_STATE_CODE	C2 tag fails its format	STATE: 0.0% of 405 sampled values fit; e.g. ['53', '51', '25']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_SCDB	PETITIONER_STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['53', '51', '25']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_SCDB	RESPONDENT_STATE_CODE	C2 tag fails its format	STATE: 0.0% of 573 sampled values fit; e.g. ['45', '27', '6']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_SCDB	RESPONDENT_STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['45', '27', '6']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_SCDB	ADMIN_ACTION_STATE_CODE	C2 tag fails its format	STATE: 0.0% of 163 sampled values fit; e.g. ['20', '25', '6']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_SCDB	ADMIN_ACTION_STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['20', '25', '6']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_SCDB	CASE_ORIGIN_STATE_CODE	C2 tag fails its format	STATE: 0.0% of 563 sampled values fit; e.g. ['45', '6', '20']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_SCDB	CASE_ORIGIN_STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['45', '6', '20']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__FED_SCDB	CASE_SOURCE_STATE_CODE	C2 tag fails its format	STATE: 0.0% of 496 sampled values fit; e.g. ['45', '6', '20']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__FED_SCDB	CASE_SOURCE_STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['45', '6', '20']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__INTL_EURLEX_CELLAR	COUNTRY	C2 tag fails its format	COUNTRY: 0 of 13 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__INTL_EU_SANCTIONS	NAAL_LASTNAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['SOLTAEV', 'ДИМОВ', 'TKACHENKO']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_EU_SANCTIONS	NAAL_FIRSTNAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Mansur', 'Олег', 'Nikolay Vitalyevich']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_EU_SANCTIONS	NAAL_MIDDLENAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Mussayevitch', 'Дмитриевич', 'Andrijivna']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_EU_SANCTIONS	ADDR_NUMBER	C2 tag fails its format	ADDRESS: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__INTL_EU_SANCTIONS	ADDR_ZIPCODE	C2 tag fails its format	ZIP: 12.5% of 32 sampled values fit; e.g. ['298650', '38135', '119285']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS	MISSILE_NAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Scud-B', 'Unknown', 'Nodong']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS	FACILITY_LATITUDE	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['40.8499966', '38.62333', '38.99083']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS	FACILITY_LONGITUDE	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['129.666664', '126.6847', '127.6236']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_6	C2 name tag holds something else	single words or codes; org words 1.6%, people 0.0%; e.g. ['MOHAMMED', 'Mohamed', 'Muhammad']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_1	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['ABOUD', 'Aboud', 'Sheikh']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_2	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['ROGO', 'Rogo', 'Mohammad']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_3	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Omar', 'Umar', 'Abu']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_4	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Abu', 'Cali', 'Barak']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_5	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Allah']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	NAME_TYPE	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['Primary name', 'Alias', 'Primary Name']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	REGIME_NAME	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['The Somalia (Sanctions) (EU Exit) Regulations 2020', 'The South Sudan (Sanctions) (EU Exit) Regulations 2019', 'The Sudan (Sanctions) (EU Exit) Regulations 2020']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__INTL_UK_SANCTIONS_LIST	IMO_NUMBER	C2 tag fails its format	IMO: 0 of 2000 sampled rows filled	severe	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__RACIAL_JAIL_DISPARITY	COUNTY_NAME	C2 name tag holds something else	places; org words 96.8%, people 0.0%; e.g. ['Baldwin County', 'Barbour County', 'Blount County']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__RACIAL_JAIL_DISPARITY	STATE_FIPS	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['01', '04', '05']	moderate	retire the regex catalog; tag with the platform tagger
JUSTICE.JUSTICE__XC_MAPPING_POLICE_VIOLENCE	GEOGRAPHY_VIA_TRULIA_METHODOLOGY_BASED_ON_ZIPCODE_POPULATION_DENSITY_HTTP_JEDKOLKO_COM_WP_CONTENT_UPLOADS_2015_05_FULL_ZCTA_URBAN_SUBURBAN_RURAL_CLASSIFICATION_XLSX	C2 tag fails its format	ZIP: 0.0% of 1240 sampled values fit; e.g. ['Rural', 'Suburban', 'Urban']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
JUSTICE.JUSTICE__XC_NAGIX_DPRK_MISSILE_TESTS	FACILITY	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['tonghae', 'chihari', 'kittaeryong']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_RANSOMWARELIVE_VICTIMS	GROUP_NAME	C2 name tag holds something else	single words or codes; org words 3.1%, people 0.0%; e.g. ['dragonforce', 'settra', 'interlock']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	NAME_1	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['JOSEPH', 'Hossam', 'Vladimir']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	NAME_2	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Mohammed', 'Lurievici', 'MALONG']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	NAME_3	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['AWAN', 'Ardhan', 'Ibrahim']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	NAME_4	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['bin Abu', 'Al-Fayyadh', 'bin']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	NAME_5	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['Namr', 'Mira', 'MUHAMMAD']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	NAME_TYPE	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['Alias', 'Primary name', 'Primary name variation']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
JUSTICE.JUSTICE__XC_UK_SANCTIONS_LIST	REGIME_NAME	C2 name tag holds something else	things, not names; org words 0.4%, people 0.0%; e.g. ['The Iran (Sanctions) (Nuclear) (EU Exit) Regulations 2019', 'The Central African Republic (Sanctions) (EU Exit) Regulations 2020', 'The Syria (Sanctions) (EU Exit) Regulations 2019']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
